UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,machine_id
2621,L49800,L,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,2024-04-19 04:00:00,L49800
2626,L49805,L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,2024-04-19 09:00:00,L49805
2627,L49806,L,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,2024-04-19 10:00:00,L49806
2630,L49809,L,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,2024-04-19 13:00:00,L49809
2631,L49810,L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,2024-04-19 14:00:00,L49810
2634,L49813,L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,2024-04-19 17:00:00,L49813
2635,L49814,L,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,2024-04-19 18:00:00,L49814
2637,L49816,L,299.9,309.6,1254,61.3,124,0,0,0,0,0,0,2024-04-19 20:00:00,L49816
2638,L49817,L,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,2024-04-19 21:00:00,L49817
2639,L49818,L,299.8,309.5,1739,27.5,128,0,0,0,0,0,0,2024-04-19 22:00:00,L49818
2643,L49822,L,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,2024-04-20 02:00:00,L49822
2645,L49824,L,299.8,309.4,1510,42.5,146,0,0,0,0,0,0,2024-04-20 04:00:00,L49824
2648,L49827,L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0,2024-04-20 07:00:00,L49827
2649,L49828,L,299.8,309.4,1436,51.6,158,0,0,0,0,0,0,2024-04-20 08:00:00,L49828
2651,L49830,L,299.9,309.6,1280,59.3,163,0,0,0,0,0,0,2024-04-20 10:00:00,L49830
2652,L49831,L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0,2024-04-20 11:00:00,L49831
2653,L49832,L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,2024-04-20 12:00:00,L49832
2654,L49833,L,299.9,309.5,1779,26.1,169,0,0,0,0,0,0,2024-04-20 13:00:00,L49833
2655,L49834,L,299.9,309.5,1567,35.5,171,0,0,0,0,0,0,2024-04-20 14:00:00,L49834
2657,L49836,L,299.9,309.5,1349,51.3,176,0,0,0,0,0,0,2024-04-20 16:00:00,L49836
2659,L49838,L,300.0,309.4,1395,44.5,181,0,0,0,0,0,0,2024-04-20 18:00:00,L49838
2661,L49840,L,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,2024-04-20 20:00:00,L49840
2664,L49843,L,299.9,309.3,1620,31.1,196,0,0,0,0,0,0,2024-04-20 23:00:00,L49843
2666,L49845,L,299.8,309.4,2256,15.9,201,0,0,0,0,0,0,2024-04-21 01:00:00,L49845
2671,L49850,L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0,2024-04-21 06:00:00,L49850
2673,L49852,L,299.7,309.3,1445,42.6,0,0,0,0,0,0,0,2024-04-21 08:00:00,L49852
2674,L49853,L,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,2024-04-21 09:00:00,L49853
2675,L49854,L,299.7,309.3,1546,37.2,4,0,0,0,0,0,0,2024-04-21 10:00:00,L49854
2676,L49855,L,299.7,309.3,1574,35.8,6,0,0,0,0,0,0,2024-04-21 11:00:00,L49855
2677,L49856,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0,2024-04-21 12:00:00,L49856
2678,L49857,L,299.8,309.5,1495,39.6,10,0,0,0,0,0,0,2024-04-21 13:00:00,L49857
2679,L49858,L,299.8,309.6,1447,43.1,12,0,0,0,0,0,0,2024-04-21 14:00:00,L49858
2680,L49859,L,299.8,309.5,1476,44.4,14,0,0,0,0,0,0,2024-04-21 15:00:00,L49859
2681,L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,2024-04-21 16:00:00,L49860
2682,L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,2024-04-21 17:00:00,L49861
2684,L49863,L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,2024-04-21 19:00:00,L49863
2685,L49864,L,299.8,309.4,1460,37.4,25,0,0,0,0,0,0,2024-04-21 20:00:00,L49864
2686,L49865,L,299.8,309.4,1609,32.5,27,0,0,0,0,0,0,2024-04-21 21:00:00,L49865
2687,L49866,L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0,2024-04-21 22:00:00,L49866
2688,L49867,L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0,2024-04-21 23:00:00,L49867
2689,L49868,L,299.9,309.4,1322,53.9,33,0,0,0,0,0,0,2024-04-22 00:00:00,L49868
2690,L49869,L,300.0,309.5,1641,30.1,35,0,0,0,0,0,0,2024-04-22 01:00:00,L49869
2691,L49870,L,300.0,309.5,1728,26.0,37,0,0,0,0,0,0,2024-04-22 02:00:00,L49870
2692,L49871,L,300.0,309.6,1431,47.7,39,0,0,0,0,0,0,2024-04-22 03:00:00,L49871
2693,L49872,L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,2024-04-22 04:00:00,L49872
2696,L49875,L,300.0,309.5,1869,22.7,49,0,0,0,0,0,0,2024-04-22 07:00:00,L49875
2697,L49876,L,300.0,309.6,1452,46.0,51,0,0,0,0,0,0,2024-04-22 08:00:00,L49876
2698,L49877,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0,2024-04-22 09:00:00,L49877
2699,L49878,L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0,2024-04-22 10:00:00,L49878
2700,L49879,L,299.9,309.4,1363,60.9,57,0,0,0,0,0,0,2024-04-22 11:00:00,L49879
2701,L49880,L,299.9,309.3,1473,40.4,59,0,0,0,0,0,0,2024-04-22 12:00:00,L49880
2702,L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0,2024-04-22 13:00:00,L49881
2703,L49882,L,299.8,309.2,1760,25.9,63,0,0,0,0,0,0,2024-04-22 14:00:00,L49882
2706,L49885,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,2024-04-22 17:00:00,L49885
2709,L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0,2024-04-22 20:00:00,L49888
2710,L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0,2024-04-22 21:00:00,L49889
2711,L49890,L,299.6,309.1,1574,39.2,83,0,0,0,0,0,0,2024-04-22 22:00:00,L49890
2712,L49891,L,299.6,309.1,1407,50.6,85,0,0,0,0,0,0,2024-04-22 23:00:00,L49891
2717,L49896,L,299.5,309.0,1498,44.6,101,0,0,0,0,0,0,2024-04-23 04:00:00,L49896
2719,L49898,L,299.5,309.1,1357,47.3,106,0,0,0,0,0,0,2024-04-23 06:00:00,L49898
2720,L49899,L,299.5,309.2,1690,29.2,108,0,0,0,0,0,0,2024-04-23 07:00:00,L49899
2721,L49900,L,299.6,309.2,1559,39.1,110,0,0,0,0,0,0,2024-04-23 08:00:00,L49900
2723,L49902,L,299.6,309.3,1558,34.8,115,0,0,0,0,0,0,2024-04-23 10:00:00,L49902
2724,L49903,L,299.7,309.4,1362,51.9,117,0,0,0,0,0,0,2024-04-23 11:00:00,L49903
2726,L49905,L,299.8,309.4,1555,34.8,122,0,0,0,0,0,0,2024-04-23 13:00:00,L49905
2728,L49907,L,299.7,309.3,1434,38.5,127,0,0,0,0,0,0,2024-04-23 15:00:00,L49907
2729,L49908,L,299.7,309.3,1779,25.5,129,0,0,0,0,0,0,2024-04-23 16:00:00,L49908
2730,L49909,L,299.7,309.3,1417,54.6,131,0,0,0,0,0,0,2024-04-23 17:00:00,L49909
2731,L49910,L,299.6,309.2,1425,45.9,133,0,0,0,0,0,0,2024-04-23 18:00:00,L49910
2733,L49912,L,299.7,309.2,1346,57.4,138,0,0,0,0,0,0,2024-04-23 20:00:00,L49912
2734,L49913,L,299.7,309.2,1422,40.4,140,0,0,0,0,0,0,2024-04-23 21:00:00,L49913
2736,L49915,L,299.7,309.2,1412,45.4,147,0,0,0,0,0,0,2024-04-23 23:00:00,L49915
2740,L49919,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,2024-04-24 03:00:00,L49919
2741,L49920,L,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,2024-04-24 04:00:00,L49920
2742,L49921,L,299.6,309.0,1378,51.9,162,0,0,0,0,0,0,2024-04-24 05:00:00,L49921
2743,L49922,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,2024-04-24 06:00:00,L49922
2744,L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,2024-04-24 07:00:00,L49923
2745,L49924,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,2024-04-24 08:00:00,L49924
2747,L49926,L,299.7,309.2,1411,46.1,173,0,0,0,0,0,0,2024-04-24 10:00:00,L49926
2748,L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,2024-04-24 11:00:00,L49927
2749,L49928,L,299.7,309.2,1631,35.1,177,0,0,0,0,0,0,2024-04-24 12:00:00,L49928
2752,L49931,L,299.7,309.1,1417,50.1,187,0,0,0,0,0,0,2024-04-24 15:00:00,L49931
2754,L49933,L,299.7,309.1,1715,27.8,192,0,0,0,0,0,0,2024-04-24 17:00:00,L49933
2756,L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0,2024-04-24 19:00:00,L49935
2757,L49936,L,299.7,309.2,1781,29.6,201,0,0,0,0,0,0,2024-04-24 20:00:00,L49936
2758,L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,2024-04-24 21:00:00,L49937
2760,L49939,L,299.7,309.1,1483,41.1,208,0,0,0,0,0,0,2024-04-24 23:00:00,L49939
2761,L49940,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,2024-04-25 00:00:00,L49940
2762,L49941,L,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,2024-04-25 01:00:00,L49941
2763,L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,2024-04-25 02:00:00,L49942
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,2024-04-25 03:00:00,L49943
2768,L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,2024-04-25 07:00:00,L49947
2769,L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,2024-04-25 08:00:00,L49948
2771,L49950,L,300.0,309.6,1364,45.9,16,0,0,0,0,0,0,2024-04-25 10:00:00,L49950
2772,L49951,L,299.9,309.5,1451,39.4,18,0,0,0,0,0,0,2024-04-25 11:00:00,L49951
2773,L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,2024-04-25 12:00:00,L49952
2774,L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0,2024-04-25 13:00:00,L49953
2775,L49954,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,2024-04-25 14:00:00,L49954
2776,L49955,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0,2024-04-25 15:00:00,L49955
2777,L49956,L,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,2024-04-25 16:00:00,L49956
2778,L49957,L,300.1,309.4,1464,41.7,30,0,0,0,0,0,0,2024-04-25 17:00:00,L49957
2779,L49958,L,300.0,309.4,1308,50.2,32,0,0,0,0,0,0,2024-04-25 18:00:00,L49958
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,2024-04-25 19:00:00,L49959
2782,L49961,L,300.2,309.5,2183,17.8,39,0,0,0,0,0,0,2024-04-25 21:00:00,L49961
2785,L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,2024-04-26 00:00:00,L49964
2786,L49965,L,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,2024-04-26 01:00:00,L49965
2789,L49968,L,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,2024-04-26 04:00:00,L49968
2791,L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,2024-04-26 06:00:00,L49970
2793,L49972,L,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,2024-04-26 08:00:00,L49972
2794,L49973,L,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,2024-04-26 09:00:00,L49973
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,2024-04-26 10:00:00,L49974
2797,L49976,L,300.2,309.5,1539,35.3,80,0,0,0,0,0,0,2024-04-26 12:00:00,L49976
2799,L49978,L,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,2024-04-26 14:00:00,L49978
2800,L49979,L,300.3,309.6,1404,44.6,87,0,0,0,0,0,0,2024-04-26 15:00:00,L49979
2804,L49983,L,300.2,309.5,1343,50.2,98,0,0,0,0,0,0,2024-04-26 19:00:00,L49983
2805,L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,2024-04-26 20:00:00,L49984
2806,L49985,L,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,2024-04-26 21:00:00,L49985
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,2024-04-26 22:00:00,L49986
2809,L49988,L,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,2024-04-27 00:00:00,L49988
2810,L49989,L,299.9,309.2,1598,34.6,111,0,0,0,0,0,0,2024-04-27 01:00:00,L49989
2811,L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,2024-04-27 02:00:00,L49990
2812,L49991,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,2024-04-27 03:00:00,L49991
2814,L49993,L,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,2024-04-27 05:00:00,L49993
2815,L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,2024-04-27 06:00:00,L49994
2817,L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,2024-04-27 08:00:00,L49996
2818,L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,2024-04-27 09:00:00,L49997
2819,L49998,L,300.2,309.5,1729,28.4,131,0,0,0,0,0,0,2024-04-27 10:00:00,L49998
2820,L49999,L,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,2024-04-27 11:00:00,L49999
2821,L50000,L,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,2024-04-27 12:00:00,L50000
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,2024-04-27 14:00:00,L50002
2826,L50005,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,2024-04-27 17:00:00,L50005
2828,L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,2024-04-27 19:00:00,L50007
2830,L50009,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,2024-04-27 21:00:00,L50009
2834,L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,2024-04-28 01:00:00,L50013
2835,L50014,L,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,2024-04-28 02:00:00,L50014
2836,L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,2024-04-28 03:00:00,L50015
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,2024-04-28 05:00:00,L50017
2839,L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,2024-04-28 06:00:00,L50018
2842,L50021,L,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,2024-04-28 09:00:00,L50021
2843,L50022,L,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,2024-04-28 10:00:00,L50022
2844,L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,2024-04-28 11:00:00,L50023
2845,L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,2024-04-28 12:00:00,L50024
2846,L50025,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,2024-04-28 13:00:00,L50025
2847,L50026,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,2024-04-28 14:00:00,L50026
2848,L50027,L,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,2024-04-28 15:00:00,L50027
2850,L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,2024-04-28 17:00:00,L50029
2851,L50030,L,300.4,309.3,1671,35.0,209,0,0,0,0,0,0,2024-04-28 18:00:00,L50030
2852,L50031,L,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,2024-04-28 19:00:00,L50031
2855,L50034,L,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,2024-04-28 22:00:00,L50034
2856,L50035,L,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,2024-04-28 23:00:00,L50035
2859,L50038,L,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,2024-04-29 02:00:00,L50038
2860,L50039,L,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,2024-04-29 03:00:00,L50039
2862,L50041,L,300.7,309.5,1479,43.6,240,0,0,0,0,0,0,2024-04-29 05:00:00,L50041
2863,L50042,L,300.6,309.5,1867,23.0,242,0,0,0,0,0,0,2024-04-29 06:00:00,L50042
2864,L50043,L,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,2024-04-29 07:00:00,L50043
2867,L50046,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,2024-04-29 10:00:00,L50046
2869,L50048,L,300.8,309.7,1418,46.6,12,0,0,0,0,0,0,2024-04-29 12:00:00,L50048
2870,L50049,L,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,2024-04-29 13:00:00,L50049
2873,L50052,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,2024-04-29 16:00:00,L50052
2875,L50054,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,2024-04-29 18:00:00,L50054
2881,L50060,L,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,2024-04-30 00:00:00,L50060
2883,L50062,L,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,2024-04-30 02:00:00,L50062
2884,L50063,L,300.6,309.5,1437,40.0,55,0,0,0,0,0,0,2024-04-30 03:00:00,L50063
2885,L50064,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,2024-04-30 04:00:00,L50064
2891,L50070,L,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,2024-04-30 10:00:00,L50070
2892,L50071,L,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,2024-04-30 11:00:00,L50071
2893,L50072,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,2024-04-30 12:00:00,L50072
2895,L50074,L,300.7,309.6,1733,24.8,85,0,0,0,0,0,0,2024-04-30 14:00:00,L50074
2900,L50079,L,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,2024-04-30 19:00:00,L50079
2901,L50080,L,300.5,309.3,1574,33.5,101,0,0,0,0,0,0,2024-04-30 20:00:00,L50080
2902,L50081,L,300.6,309.4,1425,40.3,103,0,0,0,0,0,0,2024-04-30 21:00:00,L50081
2905,L50084,L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,2024-05-01 00:00:00,L50084
2906,L50085,L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,2024-05-01 01:00:00,L50085
2907,L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,2024-05-01 02:00:00,L50086
2909,L50088,L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,2024-05-01 04:00:00,L50088
2910,L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,2024-05-01 05:00:00,L50089
2911,L50090,L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,2024-05-01 06:00:00,L50090
2913,L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,2024-05-01 08:00:00,L50092
2914,L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,2024-05-01 09:00:00,L50093
2916,L50095,L,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,2024-05-01 11:00:00,L50095
2917,L50096,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,2024-05-01 12:00:00,L50096
2918,L50097,L,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,2024-05-01 13:00:00,L50097
2920,L50099,L,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,2024-05-01 15:00:00,L50099
2921,L50100,L,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,2024-05-01 16:00:00,L50100
2922,L50101,L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0,2024-05-01 17:00:00,L50101
2923,L50102,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,2024-05-01 18:00:00,L50102
2925,L50104,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,2024-05-01 20:00:00,L50104
2927,L50106,L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,2024-05-01 22:00:00,L50106
2932,L50111,L,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,2024-05-02 03:00:00,L50111
2933,L50112,L,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,2024-05-02 04:00:00,L50112
2938,L50117,L,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,2024-05-02 09:00:00,L50117
2939,L50118,L,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,2024-05-02 10:00:00,L50118
2940,L50119,L,300.9,309.7,1431,41.4,199,0,0,0,0,0,0,2024-05-02 11:00:00,L50119
2941,L50120,L,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,2024-05-02 12:00:00,L50120
2943,L50122,L,300.7,309.5,1461,49.9,0,0,0,0,0,0,0,2024-05-02 14:00:00,L50122
2945,L50124,L,300.7,309.6,1505,34.9,7,0,0,0,0,0,0,2024-05-02 16:00:00,L50124
2948,L50127,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,2024-05-02 19:00:00,L50127
2949,L50128,L,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,2024-05-02 20:00:00,L50128
2952,L50131,L,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,2024-05-02 23:00:00,L50131
2954,L50133,L,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,2024-05-03 01:00:00,L50133
2958,L50137,L,300.8,309.6,1498,45.8,47,0,0,0,0,0,0,2024-05-03 05:00:00,L50137
2961,L50140,L,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,2024-05-03 08:00:00,L50140
2962,L50141,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,2024-05-03 09:00:00,L50141
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,2024-05-03 10:00:00,L50142
2965,L50144,L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,2024-05-03 12:00:00,L50144
2967,L50146,L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,2024-05-03 14:00:00,L50146
2968,L50147,L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,2024-05-03 15:00:00,L50147
2970,L50149,L,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,2024-05-03 17:00:00,L50149
2978,L50157,L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,2024-05-04 01:00:00,L50157
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,2024-05-04 03:00:00,L50159
2981,L50160,L,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,2024-05-04 04:00:00,L50160
2983,L50162,L,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,2024-05-04 06:00:00,L50162
2984,L50163,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,2024-05-04 07:00:00,L50163
2985,L50164,L,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,2024-05-04 08:00:00,L50164
2986,L50165,L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,2024-05-04 09:00:00,L50165
2987,L50166,L,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,2024-05-04 10:00:00,L50166
2990,L50169,L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,2024-05-04 13:00:00,L50169
2991,L50170,L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,2024-05-04 14:00:00,L50170
2995,L50174,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,2024-05-04 18:00:00,L50174
2996,L50175,L,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,2024-05-04 19:00:00,L50175
2998,L50177,L,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,2024-05-04 21:00:00,L50177
2999,L50178,L,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,2024-05-04 22:00:00,L50178
3000,L50179,L,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,2024-05-04 23:00:00,L50179
3002,L50181,L,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,2024-05-05 01:00:00,L50181
3006,L50185,L,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,2024-05-05 05:00:00,L50185
3007,L50186,L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0,2024-05-05 06:00:00,L50186
3008,L50187,L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,2024-05-05 07:00:00,L50187
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,2024-05-05 10:00:00,L50190
3013,L50192,L,300.4,309.6,1432,44.7,192,0,0,0,0,0,0,2024-05-05 12:00:00,L50192
3014,L50193,L,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,2024-05-05 13:00:00,L50193
3015,L50194,L,300.5,309.7,1580,42.8,196,0,0,0,0,0,0,2024-05-05 14:00:00,L50194
3016,L50195,L,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,2024-05-05 15:00:00,L50195
3017,L50196,L,300.5,309.8,1441,48.8,200,0,0,0,0,0,0,2024-05-05 16:00:00,L50196
3018,L50197,L,300.5,309.8,1305,51.7,202,0,0,0,0,0,0,2024-05-05 17:00:00,L50197
3020,L50199,L,300.5,309.8,1379,54.2,207,1,0,0,0,1,0,2024-05-05 19:00:00,L50199
3021,L50200,L,300.4,309.6,1543,38.1,209,0,0,0,0,0,0,2024-05-05 20:00:00,L50200
3022,L50201,L,300.5,309.8,1421,49.6,211,0,0,0,0,0,0,2024-05-05 21:00:00,L50201
3023,L50202,L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0,2024-05-05 22:00:00,L50202
3024,L50203,L,300.4,309.5,1711,29.2,215,0,0,0,0,0,0,2024-05-05 23:00:00,L50203
3025,L50204,L,300.5,309.6,1465,41.6,217,0,0,0,0,0,0,2024-05-06 00:00:00,L50204
3026,L50205,L,300.5,309.6,1366,50.2,219,0,0,0,0,0,0,2024-05-06 01:00:00,L50205
3028,L50207,L,300.5,309.5,1777,23.6,0,0,0,0,0,0,0,2024-05-06 03:00:00,L50207
3029,L50208,L,300.5,309.5,1379,55.6,2,0,0,0,0,0,0,2024-05-06 04:00:00,L50208
3030,L50209,L,300.4,309.5,1525,51.3,4,0,0,0,0,0,0,2024-05-06 05:00:00,L50209
3037,L50216,L,300.4,309.6,1319,48.1,26,0,0,0,0,0,0,2024-05-06 12:00:00,L50216
3038,L50217,L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,2024-05-06 13:00:00,L50217
3039,L50218,L,300.4,309.5,1349,50.4,30,0,0,0,0,0,0,2024-05-06 14:00:00,L50218
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,2024-05-06 16:00:00,L50220
3042,L50221,L,300.4,309.5,1543,38.9,37,0,0,0,0,0,0,2024-05-06 17:00:00,L50221
3044,L50223,L,300.3,309.5,1551,37.9,42,0,0,0,0,0,0,2024-05-06 19:00:00,L50223
3045,L50224,L,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,2024-05-06 20:00:00,L50224
3046,L50225,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,2024-05-06 21:00:00,L50225
